User Name,9220950,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,1,Claim Id,Age
Vanessa Dodd,6216952,2233212,4/6/2020,63453,"Plainville, GA",Bike & Car Accident,07/02/2020,11/27/2020,7628,39025,0,5344331,37
Mathew Rose,1695435,8497019,5/21/2020,27135,"Desert Center, CA",Bike & Car Accident,01/26/2021,02/26/2021,10221,47519,0,4947698,22
Pauline Higgs,1333238,9153535,2/3/2020,57731,"Gila, NM",Auto Theft,02/03/2021,07/01/2021,9146,26206,0,5044730,49
Angela Murphy,2810811,5417372,10/15/2020,17662,"Casas, TX",Single Car Accident,12/19/2020,05/17/2021,15086,12615,0,7915200,32
Mabel Spell,7619476,1941976,8/11/2020,46443,"Olney Springs, CO",Auto Theft,06/10/2021,06/14/2021,14176,39525,0,1628269,56
Bob Brown,9805181,7802726,5/23/2020,56650,"Collegeville, PA",Auto Theft,01/03/2021,06/16/2021,14224,46945,0,3258175,51
Robert Anderson,2722402,5536670,8/28/2020,90140,"Berthold, ND",Multiple Car Accident,03/26/2021,04/16/2021,16024,47756,0,4238211,36
Helen Gordon,7860933,5074807,7/8/2020,56417,"Walsh, CO",Multiple Car Accident,10/05/2020,10/27/2020,10378,21925,0,6349895,61
Douglas Chevalier,5424377,2158921,5/16/2020,60303,"Mikes, TX",Single Car Accident,05/14/2021,05/20/2021,19353,15906,0,7674780,27
Katie Martin,9345589,6824535,3/16/2020,68686,"Circle D-KC Estates, TX",Hit and Run,08/22/2020,06/18/2021,15363,46826,0,6943609,47
Timothy Delatorre,9925175,4456648,5/28/2020,67015,"Slayden, TN",Multiple Car Accident,08/07/2020,05/06/2021,17505,56224,0,5923966,36
Edythe Goodwin,9843293,1916492,12/1/2020,21080,"Tubac, AZ",Single Car Accident,02/26/2021,03/29/2021,17527,30777,0,6531349,17
Mark Wellenstein,4500851,2863675,9/27/2020,58835,"Hartford, IA",Auto Theft,06/03/2021,06/30/2021,14353,25229,0,8499457,45
Tricia Thompson,9546516,5712849,8/2/2020,87285,"Hailey, ID",Single Car Accident,10/25/2020,12/21/2020,7308,20965,0,4545061,37
Mary Murray,3804331,7526284,5/8/2020,55433,"Weldon Spring, MO",Bike & Car Accident,12/10/2020,01/07/2021,17718,7173,1,1783127,46
Victoria Koehne,1255801,5303019,11/28/2020,25516,"McGregor, TX",Single Car Accident,03/25/2021,06/15/2021,18320,30911,1,8035868,30
Viola Heisler,7795586,7865564,9/27/2020,51806,"Yeehaw Junction, FL",Bike & Car Accident,04/12/2021,06/30/2021,12308,20945,1,3410354,35
Gloria Williams,5649027,7978636,1/20/2020,72927,"Arcadia, CA",Auto Theft,01/16/2021,05/25/2021,16477,48486,0,1391356,48
Daisy Kragt,3737134,5665599,8/10/2020,15556,"Utica, SD",Single Car Accident,09/04/2020,04/11/2021,5686,9003,0,1294851,24
Rose Scott,3458499,1843205,8/18/2020,14037,"Oregon City, OR",Multiple Car Accident,09/07/2020,09/27/2020,4714,58542,1,6042458,24
Donald Potts,9922328,8348476,3/1/2020,98101,"Gagetown, MI",Multiple Car Accident,09/14/2020,10/06/2020,10109,23960,0,7143837,48
Thomas Ellis,5247932,9297489,5/23/2020,75390,"Deer Creek, MN",Auto Theft,06/20/2020,08/23/2020,17788,11467,0,8917397,46
Michael Mitchell,2456030,2678949,2/11/2020,24451,"Rose Hill, NC",Hit and Run,08/27/2020,04/01/2021,8506,42776,0,7494553,30
Darren Donahue,7494681,4434389,5/22/2020,15357,"Ellwood City, PA",Multiple Car Accident,06/20/2021,06/30/2021,9575,15961,0,6290988,57
Bobby Moser,1974974,5506255,8/13/2020,56621,"Shoal Creek Estates, MO",Single Car Accident,03/07/2021,04/01/2021,13114,15335,1,6776616,57
Tammy Dipiano,4156550,5018739,5/13/2020,95674,"Dudley, PA",Auto Theft,07/10/2020,05/20/2021,2898,46355,1,8617096,56
Richard Price,6533420,3180335,12/11/2020,42816,"Rosebud, SD",Auto Theft,02/23/2021,06/28/2021,15267,29440,1,4383594,27
Eva Schmucker,2929480,5183826,9/17/2020,37349,"Coldiron, KY",Bike & Car Accident,03/14/2021,04/19/2021,18707,46680,1,9789976,58
Herman Scott,1305362,4361228,5/6/2020,24928,"Stigler, OK",Auto Theft,07/25/2020,04/02/2021,9811,35916,1,8607426,60
Mildred Roberts,1329815,4883874,12/23/2020,97656,"Sun Lakes, AZ",Bike & Car Accident,04/11/2021,06/19/2021,18397,32657,1,1896315,38
William Richardson,3799219,6039341,6/1/2020,50309,"Modest Town, VA",Hit and Run,04/25/2021,06/13/2021,11713,19695,0,3121734,54
Joseph Roberts,9907680,5362896,2/5/2020,68885,"Sehili, AZ",Single Car Accident,09/10/2020,06/26/2021,8768,9220,0,1588806,28
George Eddy,6112166,8396327,9/16/2020,49369,"Springbrook, ND",Hit and Run,11/25/2020,12/15/2020,14284,25664,0,9529222,33
Andrew Masella,7175782,2421164,5/2/2020,32036,"Mount Vernon, IA",Multiple Car Accident,03/22/2021,03/30/2021,15119,34764,0,6345540,27
Jessica Phillips,9417780,6735248,11/22/2020,65847,"Middlesex, NJ",Hit and Run,01/16/2021,04/16/2021,5073,14276,1,1741744,18
Willie Wortman,9132671,4542407,5/21/2020,10157,"Santa Teresa, NM",Single Car Accident,04/25/2021,05/30/2021,8863,17801,0,8141560,64
Pamela Sloan,8765046,6135841,6/24/2020,77320,"Steamboat, AZ",Single Car Accident,12/04/2020,03/06/2021,2659,37415,0,2195446,27
Brian Lowe,9333893,2115715,3/27/2020,67266,"Bellville, TX",Hit and Run,07/07/2020,02/17/2021,13616,6977,0,5940823,57
Angela Laroche,8267822,3927068,11/23/2020,81294,"Redfield, AR",Multiple Car Accident,01/16/2021,01/31/2021,15797,27306,0,1493180,42
Willie Archer,5694507,3532340,10/25/2020,58110,"Lohman, MO",Hit and Run,05/14/2021,05/14/2021,17958,38268,0,6573163,56
Max Bonnette,7313433,9240320,7/24/2020,60592,"Walnutport, PA",Single Car Accident,04/22/2021,05/22/2021,13913,15731,1,2735357,57
Hazel Haywood,2971631,3291837,5/19/2020,54271,"Lambert, OK",Auto Theft,09/27/2020,04/05/2021,11556,43405,0,3358994,16
Mildred Zuber,5224416,9361887,9/27/2020,95098,"Darien, IL",Bike & Car Accident,03/18/2021,05/05/2021,18689,29174,1,1377334,18
Francis Burns,4937596,1816534,5/10/2020,85251,"Rockleigh, NJ",Auto Theft,06/26/2020,02/13/2021,14312,45582,0,7584302,49
Jerry Howard,9325472,1356350,10/2/2020,96340,"Mokena, IL",Bike & Car Accident,04/24/2021,04/24/2021,6464,58616,1,3362296,49
Kevin Mcgee,1567052,1356880,11/8/2020,63221,"Aubrey, TX",Auto Theft,01/11/2021,04/15/2021,19677,24102,0,5429958,48
Robert Anderson,2393978,5910606,10/11/2020,20592,"Mountain View, MO",Single Car Accident,02/20/2021,03/09/2021,3500,27859,0,6000420,64
James White,4380802,7300186,5/20/2020,51325,"Fort Greely, AK",Multiple Car Accident,11/26/2020,01/28/2021,14936,43203,0,7155034,41
Derek Dudley,5448978,7293161,3/22/2020,62378,"Marina del Rey, CA",Single Car Accident,03/05/2021,04/15/2021,13522,28333,0,8717012,62
Jimmy Moses,5227647,6613667,9/20/2020,45569,"Pine Grove, WV",Hit and Run,02/21/2021,05/01/2021,9806,14436,0,6904840,24
Mary Fletcher,3223954,2137353,2/15/2020,45407,"Fox River Grove, IL",Multiple Car Accident,04/25/2021,05/30/2021,5025,18413,1,8273986,39
Monique Nugent,1684485,4047141,3/10/2020,13750,"Horizon City, TX",Multiple Car Accident,05/30/2021,06/15/2021,8171,15597,0,8301600,41
Jay Harrison,9033438,8071778,7/6/2020,33319,"La Vista, NE",Auto Theft,08/08/2020,12/11/2020,16308,49393,0,2179902,32
Earnest Auzenne,1388938,7603607,10/4/2020,37449,"Dillon Beach, CA",Bike & Car Accident,12/22/2020,03/22/2021,10073,32588,0,6468952,52
Rachelle Hanson,2668433,1463330,5/4/2020,46157,"Marshall, IL",Multiple Car Accident,03/05/2021,05/05/2021,5413,25610,0,8388177,57
Melvin Campbell,4663262,1572178,1/7/2020,27263,"Ovid, MI",Auto Theft,02/26/2020,12/18/2020,15228,59737,1,2938215,41
Ryan Williams,7515346,6082527,12/17/2020,92925,"Norphlet, AR",Multiple Car Accident,12/20/2020,03/15/2021,10902,24257,0,8685779,19
Mary Raines,3195005,5379145,11/2/2020,39397,"Norman, NC",Auto Theft,03/04/2021,05/28/2021,3447,24974,1,4967584,38
Dorothy Watts,4881931,5737974,11/2/2020,84220,"Atwater, OH",Auto Theft,12/25/2020,05/05/2021,15815,17025,0,6446397,34
Anthony Johnson,1395193,6606556,2/24/2020,48200,"Burchard, NE",Auto Theft,04/20/2021,06/07/2021,16565,43740,0,5695783,19
Tammy Woods,8992274,7276131,7/25/2020,54589,"Ceresco, NE",Hit and Run,06/05/2021,06/25/2021,19646,12762,1,2833598,61
Rhoda Roth,7137306,4023831,8/9/2020,51812,"Lakehills, TX",Single Car Accident,11/25/2020,05/24/2021,5878,52036,0,2067193,57
Linda Lanier,6737389,5769422,1/8/2020,29517,"Cordova, AK",Hit and Run,05/08/2021,06/27/2021,18114,52020,0,3777723,35
Charlie Pryor,8499089,7114284,8/5/2020,33240,"Greentree, NJ",Auto Theft,10/29/2020,02/06/2021,13447,32020,0,3550906,29
Ruth West,3475236,2699750,3/9/2020,55925,"Goldsboro, PA",Hit and Run,05/11/2021,05/18/2021,2208,38711,1,2806510,20
Lavonna Murphy,5997435,1493225,5/20/2020,88835,"Fern Park, FL",Auto Theft,02/10/2021,05/19/2021,12975,27016,1,8636760,50
Edwin Barrie,1058660,4177356,5/24/2020,82664,"Jeanerette, LA",Auto Theft,12/28/2020,06/27/2021,9304,51553,0,1878906,56
Martha Wallace,9920925,3912590,11/26/2020,46986,"Princeton, IL",Multiple Car Accident,02/19/2021,02/24/2021,14092,34817,0,8811177,28
George Dawson,9304720,9164190,10/25/2020,24149,"Austintown, OH",Multiple Car Accident,06/01/2021,06/17/2021,15966,39515,0,4093605,32
Gloria Adams,1861506,8209645,6/25/2020,49558,"Burnsville, WV",Multiple Car Accident,05/14/2021,05/27/2021,11004,55897,0,3285081,52
Cecil Westerberg,3944852,5302252,8/10/2020,95195,"Malo, WA",Single Car Accident,08/10/2020,11/28/2020,3653,18296,0,8640652,30
Sherri Beasley,5743594,6349360,10/5/2020,44995,"Alta Vista, KS",Hit and Run,04/22/2021,06/05/2021,14975,51321,1,6461268,29
Beatrice Carter,1391351,7167939,2/19/2020,66067,"Bell Acres, PA",Single Car Accident,10/07/2020,01/22/2021,10014,51154,0,7266091,38
Russell Reese,4573561,7243861,6/13/2020,98611,"Snydertown, PA",Multiple Car Accident,11/02/2020,02/21/2021,11383,21576,0,7537249,39
Ethan Musser,9668330,7759909,4/21/2020,63065,"Pigeon Falls, WI",Multiple Car Accident,10/25/2020,06/09/2021,12035,14600,0,7968648,65
Matt Salmeron,3259227,8913753,11/23/2020,57483,"Post Falls, ID",Hit and Run,03/04/2021,03/27/2021,15306,59711,1,6008569,33
Marjorie Heroman,1584216,9390179,1/17/2020,70884,"Jefferson Hills, PA",Hit and Run,06/06/2021,06/21/2021,6483,11647,1,7679621,47
Leonard Cohn,3039843,3133084,6/28/2020,62333,"Edgewood, NM",Auto Theft,06/18/2021,06/18/2021,9673,12866,1,8880417,50
Jamaal Huff,9454732,6262337,8/7/2020,46164,"Donora, PA",Single Car Accident,10/08/2020,04/20/2021,13886,29729,0,2108398,21
Byron Boyd,4805207,3330335,2/7/2020,97033,"Leslie, MI",Multiple Car Accident,08/11/2020,12/30/2020,19344,23521,0,4745114,56
Mary Wheeler,4295248,8681232,3/21/2020,64295,"Lawndale, NC",Single Car Accident,05/01/2020,12/17/2020,6428,6650,0,6763332,52
Eric Holmberg,8007555,2908462,12/15/2020,89368,"California, KY",Bike & Car Accident,01/31/2021,04/26/2021,12329,12494,0,8579316,38
Lloyd Sturgill,8177820,1912229,2/6/2020,80905,"Lasana, TX",Single Car Accident,06/10/2021,06/27/2021,3160,41630,1,3379975,46
Robert Heckman,9958926,1522941,12/24/2020,88776,"Maury, NC",Single Car Accident,01/23/2021,06/14/2021,13158,40967,0,4030760,29
Jose Sergi,6472836,6911862,9/13/2020,13348,"District Heights, MD",Multiple Car Accident,03/15/2021,05/17/2021,11383,40102,1,6738714,27
Tiffany Butterfield,1551029,1502036,12/16/2020,89506,"Marshall, WI",Hit and Run,03/17/2021,03/22/2021,18913,17807,0,4793853,60
Catherine Gray,3337933,4591333,2/1/2020,35362,"Trenton, TN",Auto Theft,02/12/2021,04/06/2021,5807,27743,0,9599881,21
David Copeland,3386036,4035281,2/1/2020,47803,"Grambling, LA",Hit and Run,02/11/2021,06/13/2021,18405,44162,0,8987370,49
Willie Votaw,6296166,8503464,9/9/2020,64175,"Plains, MT",Hit and Run,03/19/2021,06/08/2021,9849,26132,1,5429520,20
Curtis Kelly,7959110,9991484,3/12/2020,49503,"Alexandria, LA",Single Car Accident,01/24/2021,05/26/2021,9387,49644,0,8199626,51
Joshua Mckee,3894714,4207101,8/24/2020,44724,"Burnt Prairie, IL",Hit and Run,03/30/2021,04/04/2021,3022,30662,0,6536665,27
Margaret Carpenter,4818914,5988254,6/16/2020,99813,"Weyauwega, WI",Hit and Run,11/17/2020,04/07/2021,2822,34848,0,1698071,48
Tammy Davis,9105005,3252017,7/26/2020,88140,"Libby, MT",Auto Theft,03/11/2021,06/10/2021,2827,17505,1,4317211,21
Milan Brown,2139429,8368551,7/10/2020,25014,"Driftwood, PA",Bike & Car Accident,05/30/2021,05/30/2021,18591,53180,1,8250869,22
David Crain,8005945,6335316,5/12/2020,38920,"Connerville, OK",Auto Theft,01/25/2021,03/17/2021,4038,26687,1,6804892,40
Virginia Azevedo,3264585,6739159,8/12/2020,19510,"Cleary, MS",Multiple Car Accident,04/10/2021,04/16/2021,14871,19749,1,3824686,54
Matthew Keller,6825425,4730953,12/14/2020,38354,"Powell, AL",Bike & Car Accident,04/18/2021,06/14/2021,3728,33660,1,4729239,48
Stephen Gorham,6966098,7228543,11/18/2020,49048,"East Newark, NJ",Bike & Car Accident,06/05/2021,06/11/2021,11432,43686,0,3067071,63
Regina Bohn,4382726,3541659,6/25/2020,56483,"Warren, IN",Bike & Car Accident,01/07/2021,02/06/2021,2991,42379,0,2655530,59
Anthony Carbary,8132174,9298504,10/22/2020,31304,"Dix, IL",Multiple Car Accident,01/23/2021,06/08/2021,8436,13181,1,7500651,29
Ellen Davis,8078676,5327879,11/14/2020,84410,"Rancho Cordova, CA",Single Car Accident,04/24/2021,06/13/2021,18925,35047,1,7399438,44
Erica Booker,9218484,5607029,7/9/2020,98690,"Copper Harbor, MI",Auto Theft,01/30/2021,02/26/2021,19436,50722,1,3503093,43
Annie Perry,7683517,9366741,4/26/2020,73822,"Holiday City-Berkeley, NJ",Auto Theft,10/08/2020,03/13/2021,11104,36405,0,9137571,37
Aurora Shull,9670115,9273229,8/22/2020,68926,"Andersonville, TN",Hit and Run,02/01/2021,06/06/2021,12009,35888,0,8236097,63
Brett Woodland,5085107,9767561,5/15/2020,44001,"Bevington, IA",Single Car Accident,06/12/2020,11/01/2020,13256,20116,1,1961967,45
Joyce Schmid,9830355,3379306,7/20/2020,14443,"Amity, OR",Single Car Accident,10/19/2020,02/10/2021,18303,43617,0,8020738,27
Mark Sanders,2406343,8733351,1/22/2020,46510,"Fox Chase, PA",Hit and Run,06/12/2020,04/19/2021,10178,48743,0,3558942,38
Carissa Perez,9751694,4368110,5/11/2020,15791,"Stark, KS",Bike & Car Accident,11/05/2020,06/22/2021,5797,40942,0,2516003,22
Cynthia Orlowski,1787004,5978720,6/9/2020,50535,"Maple Valley, WA",Hit and Run,08/12/2020,03/02/2021,14056,6609,0,6162883,27
David Barnett,2570829,1118623,2/12/2020,36562,"Mekoryuk, AK",Bike & Car Accident,11/14/2020,05/07/2021,4282,39581,0,2519417,50
Karla Carey,2698514,3956933,1/20/2020,26462,"Lochbuie, CO",Multiple Car Accident,10/11/2020,05/08/2021,5089,59364,0,4283570,57
Rubin Modi,5407097,3312362,1/26/2020,50878,"Atlanta, LA",Single Car Accident,12/06/2020,03/16/2021,19002,59812,0,5093492,32
Gilbert Mclaurin,4335037,5971180,1/13/2020,92121,"Clayton, NC",Multiple Car Accident,02/12/2020,04/19/2020,4231,47466,0,1816102,18
Lois Whitlow,4096975,2770121,8/14/2020,17181,"Valrico, FL",Hit and Run,02/23/2021,04/16/2021,5352,52291,0,5947792,27
James Cambell,2075307,5344246,11/13/2020,11880,"Nebraska City, NE",Single Car Accident,12/16/2020,04/30/2021,9550,6768,0,7556005,54
Jean Hagerman,3490997,1161524,11/2/2020,53962,"Heron, MT",Single Car Accident,01/19/2021,03/08/2021,13091,46521,0,7069585,28
Ernest Gordon,6313615,7276212,1/7/2020,67164,"Corcoran, MN",Bike & Car Accident,02/11/2020,12/12/2020,8411,5857,0,4833070,24
Glenna Przybylski,9674771,7187932,2/23/2020,84572,"Sterling, VA",Multiple Car Accident,03/21/2021,06/20/2021,18367,46158,0,8514596,63
Mary Diaz,4552734,8631562,2/15/2020,50235,"Sunland Park, NM",Bike & Car Accident,12/11/2020,04/21/2021,9877,10693,1,9107754,56
Victor Closson,7046837,5826133,12/22/2020,77767,"Pinal, AZ",Bike & Car Accident,03/24/2021,03/31/2021,11611,50543,1,5235067,31
Francisca Baham,9794499,5652136,2/6/2020,49751,"Griswold, IA",Multiple Car Accident,05/03/2021,05/23/2021,9359,58900,1,6142521,55
Cynthia Newhall,3104142,4417065,7/12/2020,70516,"Pocasset, OK",Multiple Car Accident,09/20/2020,12/03/2020,7941,46512,0,9636114,18
Gregory Murphy,9429773,2029818,1/24/2020,97726,"Highland, KS",Hit and Run,12/04/2020,05/21/2021,12983,51019,0,1354002,59
Margaret Naill,3739317,6579925,5/19/2020,13470,"North Kansas City, MO",Hit and Run,06/28/2020,06/11/2021,13775,12320,0,2983263,62
Kay Schwalb,8361932,6196562,7/27/2020,57202,"Shishmaref, AK",Multiple Car Accident,08/22/2020,10/12/2020,4741,45358,1,3144228,22
Paul Adams,7001860,6022585,11/5/2020,39193,"Brooks, GA",Multiple Car Accident,01/31/2021,06/19/2021,3161,14121,0,8901087,17
Freida Stephan,2283384,4950611,6/14/2020,84070,"Jerry City, OH",Auto Theft,06/10/2021,06/22/2021,15227,55825,0,2186471,47
Oscar Wilhelmsen,6749664,4326554,1/27/2020,43573,"Los Prados, PR",Single Car Accident,05/08/2020,09/19/2020,19665,47118,0,2893213,30
Lewis Shipman,7686016,5934712,7/20/2020,44808,"Benedict, ND",Bike & Car Accident,07/20/2020,03/24/2021,16712,22333,0,7724365,34
Ryan Canaday,2435802,2814140,8/23/2020,42616,"San Simon, AZ",Auto Theft,03/11/2021,04/24/2021,9828,28936,1,7287500,33
Ronald Ruelas,2510126,4886691,4/11/2020,34810,"Black Earth, WI",Auto Theft,04/19/2021,06/10/2021,4699,26350,0,2280367,53
Ginger Nistler,5822591,6531002,9/3/2020,42396,"Wilton, ND",Hit and Run,12/24/2020,03/31/2021,7529,32867,0,6426809,53
Lisa Trover,6471950,4468605,6/3/2020,89769,"Oilton, OK",Bike & Car Accident,08/17/2020,12/20/2020,7197,56353,1,8094021,22
Christopher Washington,3124192,4476754,7/27/2020,23592,"Long Beach, CA",Multiple Car Accident,09/18/2020,05/14/2021,4041,18929,0,7025239,34
Joann Bush,7959539,4977207,11/14/2020,33904,"Nora, NE",Bike & Car Accident,12/22/2020,01/17/2021,7936,54453,1,5143019,29
Shawn Vaughn,1589213,4607394,12/19/2020,72568,"Wheeler AFB, HI",Single Car Accident,06/30/2021,07/01/2021,15199,59384,0,5440352,31
John Decosta,3265027,2357038,9/12/2020,41790,"Adwolf, VA",Bike & Car Accident,09/30/2020,09/30/2020,9219,55204,1,1989647,35
Joseph Kut,9997608,5530919,5/24/2020,13153,"La Parguera, PR",Hit and Run,09/09/2020,04/10/2021,17330,21373,0,3645812,35
Jack Desmarais,1989168,6304239,2/13/2020,90929,"Nixon, PA",Multiple Car Accident,05/16/2020,08/22/2020,15955,12825,1,2714663,58
Debbi Stevenson,7541730,7408169,5/25/2020,24874,"Ochlocknee, GA",Auto Theft,05/20/2021,06/24/2021,11278,33937,1,4317563,44
Tiffany Gravina,4247637,3843897,9/24/2020,73557,"Aspermont, TX",Auto Theft,11/10/2020,04/26/2021,9986,45284,0,1372051,62
Clarence Barker,3863564,2934076,5/14/2020,79828,"Mellott, IN",Bike & Car Accident,10/20/2020,03/19/2021,14619,11570,1,7123490,36
Linda Cecil,1316520,3877306,1/1/2020,50645,"Plainville, KS",Bike & Car Accident,04/18/2021,04/19/2021,2697,42338,0,6810517,48
Patti Wilson,1048664,3471903,10/27/2020,57833,"Hahira, GA",Multiple Car Accident,11/27/2020,04/04/2021,4383,49232,0,8400238,20
Troy Wells,6246857,9469806,2/4/2020,94455,"Hays, MT",Auto Theft,10/14/2020,05/20/2021,12446,42705,0,9167795,17
Estela Frazier,4084909,3963144,9/24/2020,55371,"Crainville, IL",Single Car Accident,03/06/2021,06/05/2021,19437,24227,0,6762171,50
Kenneth Hane,7226182,2798400,1/19/2020,94709,"Arnegard, ND",Multiple Car Accident,01/03/2021,03/03/2021,19284,59657,0,8314111,18
Tracey Bailey,3714251,7601808,3/6/2020,70883,"Cassoday, KS",Hit and Run,05/14/2021,06/30/2021,15724,50913,1,6158306,19
Afton Frey,6786795,9604878,8/26/2020,54076,"Egeland, ND",Single Car Accident,04/26/2021,06/19/2021,8207,24844,1,8385579,34
Victoria Forman,9282195,1197709,11/16/2020,46100,"Pineland, TX",Single Car Accident,03/26/2021,06/27/2021,18211,26463,1,6517701,37
Luis Mendenhall,6372279,8568594,5/9/2020,50907,"Mill Creek, WA",Auto Theft,12/12/2020,03/18/2021,16916,46441,0,2947319,30
Annie Contreras,2572683,2522734,12/11/2020,82765,"Blairsburg, IA",Multiple Car Accident,03/26/2021,04/08/2021,8959,55665,1,4963788,62
Todd Root,1619445,7640480,5/20/2020,24414,"Oasis, NM",Bike & Car Accident,02/16/2021,06/21/2021,6891,52452,1,1359949,60
John Holt,2637012,1355119,1/10/2020,56291,"Kahului, HI",Auto Theft,12/29/2020,01/28/2021,17430,14083,1,7355182,30
Henry Mooney,3014128,4433323,9/26/2020,96788,"Oxbow Estates, AZ",Hit and Run,02/09/2021,04/18/2021,12956,5755,1,1453355,29
Roger Telles,6546237,3898022,6/23/2020,29376,"Willimantic, CT",Single Car Accident,07/24/2020,06/16/2021,10396,58916,0,6498069,40
Aaron Cooney,5249508,2761174,9/4/2020,13168,"Harmony, MN",Auto Theft,02/06/2021,02/21/2021,6129,23334,1,8262967,52
Julius Leingang,8662654,9806448,5/12/2020,21989,"Snyder, CO",Hit and Run,09/18/2020,10/20/2020,4052,13616,1,9165835,46
Victor Navarro,9590306,3070526,3/23/2020,96812,"Harrisburg, NE",Hit and Run,12/13/2020,01/29/2021,3786,40278,0,7221998,42
Patrice Easley,4700830,8947855,3/22/2020,30777,"Mustang, TX",Auto Theft,06/21/2020,01/31/2021,10668,15646,0,3598829,55
Vicki Porter,6040419,1628673,5/8/2020,84844,"Huntsville, AR",Auto Theft,09/29/2020,12/02/2020,13447,41563,0,6858053,61
Anna Marshall,7063731,6253123,2/5/2020,16014,"Fair Bluff, NC",Hit and Run,01/29/2021,06/18/2021,19577,27698,1,5055341,31
Todd Young,5797905,7737866,9/28/2020,67877,"Leisuretowne, NJ",Single Car Accident,03/29/2021,05/25/2021,17599,38857,0,7212950,36
Christopher Mccain,2309830,3171514,11/11/2020,48599,"Crows Nest, IN",Bike & Car Accident,12/20/2020,04/02/2021,19889,10073,0,3655532,54
Dominique Marks,8444154,1847416,7/2/2020,28845,"Hastings, PA",Auto Theft,12/16/2020,05/02/2021,5692,47066,0,4781652,48
Erin Hughes,9429080,9979375,9/26/2020,15473,"Bucklin, KS",Single Car Accident,04/20/2021,05/04/2021,13483,25743,0,1941756,52
Janice Barcia,5716099,5768222,1/18/2020,64654,"Litchville, ND",Single Car Accident,05/24/2020,03/14/2021,14481,56512,1,8435343,21
Douglas Carlson,1927103,6583906,8/7/2020,46930,"Ronks, PA",Bike & Car Accident,04/14/2021,06/20/2021,18234,43196,1,4527947,59
